3,10,-2
0,-4,-8
-6,-7,-5
-2,-3,-9
-4,-3,-5
3,13,-1
5,12,-1
-1,-3,-11
-1,13,-3
-6,-7,-6
-5,-7,-4
-7,-2,-4
1,-3,-10
-6,-1,-5
3,14,-2
4,13,-1
6,12,-2
-3,-1,-5
-4,-4,-6
-1,15,-1
6,3,-9
-6,3,-5
6,13,-3
-5,-4,-6
5,11,-5
9,-2,-6
-2,9,-9
-7,-6,-7
0,8,-11
5,3,-8
-6,-4,-5
-5,-3,-6
-6,-6,-6
1,13,1
-6,-2,-5
3,13,-2
-1,7,-11
-8,-7,-3
-7,-8,-5
3,14,1
5,11,-6
1,-5,-7
0,0,-12
5,14,2
0,13,-3
-7,4,-6
-2,14,-2
-2,15,0
0,14,0
-6,-6,-8
10,-3,-7
0,-4,-12
2,14,1
-5,-6,-5
-2,9,-7
2,-2,-7
-6,-5,-7
5,9,-2
-5,0,-7
1,9,-8
-2,10,-5
-3,10,-9
-4,12,-8
-1,7,-8
-5,9,-10
6,12,-6
6,5,-10
0,10,-10
4,-9,-7
-7,13,0
-8,-8,-4
-1,8,-11
1,15,1
0,-5,-12
0,-2,-13
-2,16,-2
6,-8,-9
-5,-3,-9
-6,-7,-9
-2,15,-1
-3,-4,-12
1,-7,-12
-8,-4,-3
-7,-3,-4
-6,-10,-5
6,13,0
1,16,0
2,14,-1
2,-6,-10
3,14,2
4,15,0
-8,-8,-3
-4,-6,-4
-1,9,-11
0,10,-11
0,12,0
5,12,-6
-6,4,-7
-6,-9,-5
4,13,2
7,-8,-3
-5,-7,-7
-6,-7,-8
1,17,-1
7,2,-8
7,3,-10
4,14,-3
1,9,-9
11,-2,-7
11,-2,-6
10,-3,-5
5,13,2
-2,-2,-12
-1,-4,-13
-7,-6,-3
-5,-4,-7
-1,7,-10
4,12,-4
3,10,1
5,9,-5
-7,-1,-7
-7,0,-7
-7,-4,-6
5,13,0
-7,12,-1
3,14,-3
8,2,-10
-3,10,-10
3,16,0
-5,-7,-8
-7,13,-1
-7,-7,-3
-6,2,-7
-3,-4,-7
3,-6,-8
7,-4,-5
5,10,-7
-9,11,-1
7,-7,-7
-6,12,-2
-9,9,-1
3,-7,-7
-6,4,9
11,8,2
3,11,2
0,15,-7
-5,-5,-4
-7,13,-3
-10,12,-2
5,13,-4
-2,16,-7
12,-2,-7
-14,6,1
-8,-7,-2
-2,-3,-13
-1,-4,-14
8,-6,-7
11,7,3
11,9,3
8,3,-10
9,3,-10
-7,-4,-3
-3,11,-11
-5,13,-7
-9,-8,-4
-8,-9,-4
-9,11,-2
1,-5,-13
-3,-2,-13
-6,-3,-10
4,14,3
-6,4,10
12,-1,-8
4,17,0
-1,15,-8
5,-10,-7
5,-8,-7
-5,-7,-9
1,18,-2
5,4,-11
1,-7,-11
-2,12,-10
-8,12,-2
-9,-10,-4
3,-6,-12
3,-4,-11
10,-2,-4
12,-2,-8
-2,9,-11
0,7,-12
-8,-1,-8
-8,13,1
8,-9,-3
5,-9,-10
1,-4,-12
4,3,-7
-6,14,-3
-8,-5,-5
1,-8,-11
2,-8,-12
